Name,Lowest price,Price per slot,Trader price,Hash EN,Hash RU
"8"" barrel for UMP .45 ACP",0,0,0,cb1669812c0f65b903b655d41d2a7d08,bff1759dc33d27786d587cc72fd8da56
Barrel for Five-seveN 5.7x28,0,0,0,441e2e515145346d4db0de891cd5417e,218f7a86671eb5735e0f53f7ce03a236
Barrel with compensator for Glock 17 9x19,0,0,0,10192fbef34d1320d7a1bbe4a321d1b9,ed01a82d311077a22bede1e9310e8fd6
Barrel with compensator for Glock 18C 9x19,0,0,0,3ea25b55f7c43c441ce6e7f2049ab119,f5003e4b3a34487e501564be9bbb7cc1
Basic barrel for Glock 17 9x19,0,0,0,916a868e6d544841a2e1c7bc369674dd,0d339a6062b954bedc6bbbe25d822491
Cut off 325mm barrel for M870 12ga,0,0,0,1e5c3fe9dacccc96a45bbf6bf6c73120,6a0039671f9a22963a612c992e4491bf
Homespun 121mm 7.62x25 TT barrel with threading,0,0,0,885e0bd842a5c92f684432615af8187d,8ef000ead79b82df2827dd750323378a
National match barrel for M1911 .45 ACP,0,0,0,No hash,No hash
Regular 514mm Mosin carbine barrel,0,0,0,551a557d12e665122ac6f6713caa9364,70936c3046d8189a4d832257b16db607
Regular 730mm Mosin barrel,0,0,0,4fa766f222abec2e90cc799681db1f88,e046b3c0552ed8ef02ff3cd9ab21be56
Sawn off 200mm Mosin barrel,0,0,0,No hash,No hash
Sawn off 220mm Mosin barrel,0,0,0,8cb9b7c8a21ea23351047c50e81fafc9,aeeac0181ce57b09ac46bc97db9673c4
Standart barrel for M1911A1 .45 ACP,0,0,0,4636a8678456dda1dc6947c9363636d4,80269a860796bdab1c01bfe8165a5c2c
Threaded barrel for Five-seveN 5.7x28,0,0,0,No hash,No hash
Threaded barrel for Glock 9x19 manufactured by Double Diamond,0,0,0,7068bc0eee768e38e71acd08e57e291f,7d47affd0c8e7befa217d5f7384a86d3
Threaded barrel for Glock 9x19 manufactured by Lone Wolf.,0,0,0,28fcc163eba4c5af25e1c143af1b85fb,4a4f0e68eb56d2860f9911a1a8651977
Threaded barrel for Glock 9x19 manufactured by Salient Arms,0,0,0,94e5a59524dbd931587dd7124351e922,eebcb9e9545efe5a513ee1a077f190b6
Threaded barrel for M1911A1 .45 ACP,0,0,0,d38264506206fcf3ac665caec26dfbf1,19befce883695eb4795c5bcdb286915b
Threaded barrel for M9A3 9x19,0,0,0,No hash,No hash
Threaded barrel for P226 9x19,0,0,0,6c3564b9369997b7ed4aef4ec72d0dd5,f810333fa07680401df95d38a1a2445f
Harris HBR Bipod,"14,518","7,259","2,356",6e3836e1a6dcc1173c132b5488966821,776479b7ffd410a697be9520b08a4453
Izhmash SV-98 bipod,0,0,0,2c40ef6270a04746c3e896f660f79b58,168d4d8a7602e9a6b539f62fc48f64f8
ADAR 2-15 charging handle for AR-15,0,0,0,88d5e92f2b4afd8e0c1e5f4f3d2dfc69,e13c4cd74946b51db9b7cb3fc12a76bd
Avalanche Mod.2 charging handle for AR-15,0,0,0,524ce6a3ad83cbd5e2602d804dc020e1,b1fdaa7b308bb34e7a26c22b97256c8b
B&T charging handle for MP9,0,0,0,fd4f43bb504f6b9b19e31dc6bbb97515,614c818dace121f2ad5f523b559e6fc0
Badger Ordnance Tactical Charging Handle Latch,0,0,0,913d08ae5696dd84f7a104974f4f8e82,9a4d240d68379aed3bc2b0b8f12ccbfb
Colt AR-15 charging handle for AR-15,0,0,0,598f7b1d75a43e1c1dc4fe0d814b4046,04a8bccf019210a36eac991a6f40581b
FN charge handle for P90,0,0,0,1e45ed3a85ecba7ff3b78cd2f22c116d,No hash
"Geissele ""SCH"" charging handle for MPX",0,0,0,f85558c5065f0af8ccba22b91fc39833,40cd5164fd2dd5412365f6562bb072e8
Geissele ACH charging handle for AR-15,0,0,0,3b3575cbe6227f46b6904c57baac3074,ea6ee7b0bab4c96d07b37025817b9bf9
HK Extended latch Charging Handle,0,0,0,cf34c4116072e20fc91cfaf3b70ce7fc,538f280d7ca0ba0e58756dce5073b813
K&M The Handler charge handle for P90,0,0,0,6b50808d8f5b45222d1cbf5d2433e7df,6bdd50654291130a41ff8cf73c5a65cc
KAC Ambidextrous Charging Handle for AR-10,0,0,0,No hash,No hash
KAC Charging Handle for SR-25,0,0,0,No hash,No hash
MP5 Cocking Handle,0,0,0,2584abe49387905fd5c9759e45bf7bea,b876eb4cd79c74ca34cbb28be6dca6fe
MP5 Kurz Cocking Handle,0,0,0,e4276453d27c9c66130abe40e58c8ddf,No hash
Raptor charging handle for AR-15,0,0,0,dab473dbe87ecd268ada73ba2535ecd5,c64f68dbe9a810154773839331e572a7
Raptor charging handle for AR-15 Grey,0,0,0,06f3e87d2d4d5ba37aa97512a4c82326,c64f68dbe9a810154773839331e572a7
SIG double latch charging handle for MPX,0,0,0,9f4f6c39a39d89067e857b140b2de7e0,28ccb8408dd305f29776c88a065b12e0
SIG single latch charging handle for MPX,0,0,0,No hash,No hash
Sig-Sauer charging handle for MCX,0,0,0,No hash,No hash
Zenit RP-1 charge handle for AK,0,0,0,10268a911622c114b1002e7935be558f,36b6c1ecf4149af85f2f3339d5b83675
AN/PEQ-15 tactical device,"16,097","16,097","10,717",1e88adfb445e9b4b84576bd89866afb2,9bb61f98c425fd53d4230fb0ad1ff430
AN/PEQ-2 tactical device,"10,045","10,045","5,744",b4dc513eece0c9d89efa09d9c7f735e5,d9fe1adf7a2eb2b1cf56239b9920686a
Armytek Predator Pro v3 XHP35 HI Flashlight,0,0,0,012b7b01a4008208277ff4e49fab9cab,0fe04b2fac89d8de3ad499942e80679b
"DLP ""Tactical Precision"" LAM Module for TT Pistol",0,0,0,a2a277601409253439a0c35e1c8a08cd,df3c5a6d5a3d26cbd686b08e0323db62
Glock Tactical GL21 flashlight with laser,0,0,0,56ea5e3986a264e42ef11e56cc0879e4,c1a92547d2930d13280abc4f35bf002b
Holosun LS321 Tactical device,"17,159","17,159","7,017",e0c6a29ff3e27cc928cfa9b8b5ce87d9,eff22a0d969c6ed1776ec5170ebc33db
LA-5 tactical device,0,0,0,5a8697bacaf3d4e6a92314057024ed26,9bb61f98c425fd53d4230fb0ad1ff430
LAS/TAC 2 tactical flashlight,0,0,0,c8de58be0f3f40496584c0cec15c6c85,19bcc701ba48a7d53a3a2485a94cf694
NcSTAR Tactical blue laser LAM-Module,0,0,0,d0723f72fedf713209a51602e97091f7,a442197c39cba60d2caf654395377b58
Steiner Dbal PL tactical flashlight,0,0,0,4ff219b7282843e30847e357d4e009e7,bd874a82dc01ec2cf37aac73b38251ed
Surefire XC1 tactical flashlight,0,0,0,a2e84ad20d8f036c84d3fec46805d530,06ffb67cfb546a86ea081f3e209d0599
Ultrafire WF-501B Flashlight,0,0,0,2dd19bd423248414ac8387df23175b79,60bdfa0a3e67a01ea11ab7930f747d31
X400 tactical flashlight,0,0,0,58405b15ce3630a14652e6b6c2819b20,17610d1b4316e597659d262780f7402d
Zenit 2IRS Klesch flashlight + laser designator,0,0,0,d535d8318331cf7c67a478fcc21c4e3a,e124a0b89cb709c8d6d5840edf63cd98
Zenit 2P Klesch flashlight + laser designator,0,0,0,081e7f778cda66927b49b5dd99b67d17,75d9da438536ce4149a953e0a1aca990
Zenit 2U Klesch tactical flashlight,0,0,0,0481cc2572faa50570dffd8f76d07282,60c554a148add14165d2634e79155454
Zenit Perst-3 tactical device,"22,539","22,539","9,548",75d0515f54ec3fe2ffd1ae2fd861a9aa,90cd7b3c4308119b64cf899b79f017d6
ASh-12 Vertical pistol grip,0,0,0,e25d7277ea68fba3881c586adf8f52ac,No hash
B&T MP9-N Vertical grip,0,0,0,b7668b35c4762d2cb74761b8c28bb2a0,No hash
BCM MOD.3 Tactical grip,0,0,0,8e03f5749f8ffe21ae3536ca62970949,eba9d7da7d970c57505a875eb31be213
Fortis Shift tactical grip,0,0,0,eba666b718080d6d21b2aa734937bb49,529e42bed2959acc31ebcf9e1257f138
Hera Arms CQR tactical grip,0,0,0,7470c71940bea0c3c0da3843dad70eb9,ac027549ce52a231102654763d69c069
KAC Vertical pistol grip,0,0,0,e7e3cae16d4970c7c76afe67c116902b,85562824cb7dc3135e4941ea5665bd3e
MVF001 A3 Vertical Grip KeyMod black,0,0,0,a3690d2d37b164be0056e7e594ee94bb,47555ba2aed9f35e44f7c02118fa61a1
Magpul AFG grip FDE,0,0,0,e5e3e2b7bd3854e8451761d520cb3d19,e052348954ee29dad2bbabd7f9dc279f
Magpul AFG grip FG,0,0,0,81f6e9acc71a2af84e803f724bb63c49,fa0cf6fc28250f4bc5d877f476989d6c
Magpul AFG grip OD,0,0,0,c3abc04152fc74fa1edc01f249420b8a,a1611154a26e172ca0956c2341a3bc50
Magpul AFG grip black,0,0,0,2f966fb6d3726f9a6aef7e0f9d445ad1,fa0cf6fc28250f4bc5d877f476989d6c
Magpul M-LOK AFG (Flat Dark Earth) Tactical grip,0,0,0,7d7ade343c828127825aaf72d097883a,c1f64ec31d52dc3da18e313b01db9ac0
Magpul M-LOK AFG (Olive Drab) Tactical grip,0,0,0,295d4579365bc9fa4b590b9f9297c4ee,No hash
Magpul M-LOK AFG (Stealth Gray) Tactical grip,0,0,0,5cba279aaf51497e78551410adb4d2ac,c211675acf0a2231602d45df64748888
Magpul M-LOK AFG Tactical grip,0,0,0,ac08f247ef99e4b3dbf37744131ff57f,fa0cf6fc28250f4bc5d877f476989d6c
Magpul RVG grip FDE,0,0,0,65e7eb21e289bc62bdb41de03c07c8cf,cc4febb3ee407ee21e53e4e421a6d883
Magpul RVG grip black,0,0,0,45e8935ac54c62bc7a4fa1bfc1985fe5,3f5e9cc22c920e4c7555c1f86651f2f3
RTM Pillau Tactical grip,0,0,0,c7eb255b1ea1bbd31e77d3887189fe3a,446cb303a96c2ca3568a42d9500dcbff
SE-5 Express Grip,0,0,0,1ace00dcc745e3ca7083857b395f7893,04337977bc77ec948f946c252a52b35d
"SI ""Cobra tactical"" tactical grip",0,0,0,3220014ca3aa51e272734eb67e1c0f2d,1e78c69fcdd44d9387083470e2ae0ff7
Sig Sauer Vertical Foregrip Keymod Black,0,0,0,b2d000224e0cb342c59f8cb5ec8c4986,cff3bdef53740b3bc1b35d7a9a47dfd3
T-5000 Pad,0,0,0,f1e60eece98baa50fe91f91c26ff32f2,b2f6e71c5e39cd41b7502fd39467f32d
TD Aluminium skeletonized vertical grip,0,0,0,152880d08d7c74f3728f956bd53b32ba,44c07a5df998a2d667fd89a2d6aaee44
Tango Down Stubby BGV-MK46K tactical grip Black,0,0,0,4d72c2507555d1b42ca0de4349c6aaab,a5c5d4cf3f1562173c405530da1ee70d
Tango Down Stubby BGV-MK46K tactical grip FDE,0,0,0,ac129cd1c9c50e057cbe9b0e45a9aa0f,6ee1e7a1103d3e11584cc70f0c02c218
Tango Down Stubby BGV-MK46K tactical grip FG,0,0,0,79aa2d136bc1961735ce87267c60091d,f90f7b703cea5487cc93b0e4a9187762
Viking Tactical UVG Tactical grip,0,0,0,b42385d702b4024617b7d08babdee8c0,bd22aa0980c72967e19a3e46a4b55d34
Zenit RK-0 Foregrip,0,0,0,cda6176a72951637ac9409c0640dbc56,24c91728d5ec0c256010f5642000b1c2
Zenit RK-1 Foregrip,0,0,0,551d9f97f73a239deb9725d40e4f8229,3593600ab657c79750ca8fe637fa4716
Zenit RK-1 Foregrip on B-25U mount,0,0,0,22f9868ab18ed5aca2b947fe7cb6eb99,3593600ab657c79750ca8fe637fa4716
Zenit RK-2 Foregrip,0,0,0,No hash,No hash
Zenit RK-4 Foregrip,0,0,0,e33daba5a191092027b6bf47240ed4fd,1c819992f07c7b7b5594c4d5e09831a0
Zenit RK-5 Foregrip,0,0,0,0b891e211b6faec62030319cc6a2a61e,f1e806b475f68602d2226a84ee80004a
Zenit RK-6 Foregrip,0,0,0,498f5ada0f4d4574a6c70877543b0d38,2d2f83579b074ae4bcb31c8437be3b28
AK-74 Gas tube,0,0,0,59e3664c4fdf7a9e99f8b071330832a0,84a276d906c85e222c6bc40ced0cf2fa
AKM (6P1 Sb.1-2) gas tube,0,0,0,93e147d5a3317e7c91b0b8d41216c1ad,c548426c48ddd08e51e905fd5d779ed4
AKS-74U Gas tube,0,0,0,ecb5b2042f093b526b44c581ea06cd91,b933e2f42b9f96eb42ba387c2a5db21f
Colt M4 Front sight,0,0,0,7f03c5a33ca466620c84b8a0f896dfce,49fb919d5ed38ae101e669ef69839a17
HK 416A5 Regular Low Profile Gas Block,0,0,0,2b325e51d4bddf74a52234dcff780fd4,050620ceef0efe23bd40588160595a77
Handguard with a gas block combo by TROY Industries for AK,0,0,0,b96765050b5541ffc871db7ab6ca4a1d,80c89eba71e3c2cfdfaff2718e73a9f9
JP Enterprises Gas System-5b,0,0,0,ed71c4f26aadf4b509653909c3ebc6a4,cd073f74fc67175f2a2dd5fa051ff838
JP Enterprises Gas System-6,"10,184","10,184","8,226",c403b58bf1ad59556dc9180ef1fd2322,92a6cf9310a8d15e45ca2b4cd50d79ce
KAC Low Profile Gas Block,0,0,0,773e5a86b0f6a9d43902dc4aad8ef613,3ee2e4c1f594f1af9c19ce6b5d74965f
Kiba Arms VDM CS gas tube,0,0,0,No hash,No hash
MK12 Low Profile Gas Block,0,0,0,fa168136dd3ed91d01015046f0decd67,32625a02b3b82e101905fa3fdd292e6a
Mk-18 Gas Block,0,0,0,c3af31d4f26097bf45bc411db740d7f5,e3365c5dcdcd8f1c8347024d4fa29b90
Molot AKM type gas tube,"38,972","38,972","1,107",a3789108c83bbd717980cf85e27bb540,70d1a960b48c9bb031e1f09301086e7a
PP-19-01 gas tube,0,0,0,36d8717c4f1263f29870897679bf6c52,b1a8f3ad1db643302b473a7242bf9587
SIG MCX Gas Block,0,0,0,No hash,No hash
SVDS Gas tube,0,0,0,c7d69dc9e72cb6be388fe7ef911da907,2efd250c014240491ce4e96871165906
UltiMAK M1-B gas tube for AK,0,0,0,7d8f2633b0767ca9a641ee5b59d4cae0,5abb3913048b30346451abbae4a62de4
VPO-101 Gas tube,0,0,0,ffe768a5c66d8cd0c5879c397745461f,No hash
VS-24 Handguard with a VS-33c gas block combo for AK,0,0,0,47202df5b204f4c70a7dc3366bd02039,e3e8c974a67f66dbc9384a9b31b063c8
VS-24 white handguard with a VS-33c gas block combo for AK,0,0,0,2b4d0f74266c4c25b9c8fcc59a3fe287,e3e8c974a67f66dbc9384a9b31b063c8
Windham Weaponry Rail Gas Block,0,0,0,a12e77353eb885b47be3802307e7893c,1ab2fee64b06101cc5d8eb06650ab507
AN/PVS-14 Night Vision Monocular,"60,643","60,643","51,493",ab6ce6c9034c74da22709c962a06a141,4dd3ee300e84f02d318a9d5bdf00c7eb
Armasight N-15 Night Vision,"46,382","23,191","41,888",5167f9ecf31a7edaa1187b487093bc26,57e77c189567f6da823f3c6cf44ade36
GPNVG-18 Night Vision,"145,004","72,502","81,202",2e6d888eeb69d5feee38eb5005a24e83,26b1d98335119c6c5f954c434fa5e73f
PNV-10T Night Vision,"30,917","15,459","15,68",c7380e94784bb71ad03efc05aa942b2f,af2617127e9439687fa94247c53fdb58
"5.45 Design ""Aggressor"" handguard for AK",0,0,0,618f1e93341b213c6b8f38224db4396f,cc2ce7f7a9a80d654168192c88d2a690
A*B Arms MOD X Gen.3 keymod handguard for M700,0,0,0,fb1a86f6f24ef259046ad04c4c4ea70b,d34ebb7f1e46ebcc6ff2140cc43ee55f
ADAR 2-15 wooden stock for AR-15 and compatibles,0,0,0,0928afd7d19add3c20c05a28d6bbc1cf,6674a2fb64995be3e65384e84be5f9f1
Aim sport Universal M-LOK foregrip for FAL,0,0,0,No hash,No hash
Aim sport Universal keymod foregrip for FAL,0,0,0,87944f076123a33e11054cf82a4fe359,8c8e948a315182602cc5a47fad83a0ff
Alfa Arms Goliaf AKS-74U Handguard,0,0,0,526793f0cc9d39ca9369173986b4e489,961254e2000ba8f9dc98bd9ce13fba5b
B-10M foregrip and rail mount B-19,0,0,0,b61fa862eff89b059437235ea01da1ee,e4505f0b8a8fcaf62f806173db37c1c8
B-11 AKS-74U Handguard,0,0,0,1df83c60d681f14194042a18c7663878,594b3600cc94c769659dab95b1821c5e
B-30 foregrip and rail mount B-31C,0,0,0,No hash,e4cd6bc17b2f16c67d9c5fd54571e945
CAA HX-5 MP5 handguard,0,0,0,83af1f06d27c8fbe861b13995fb8e56c,7fb6b67c2f2fc7ecd596bcda977082d7
CAA RS47 foregrip for AK-compatible systems,0,0,0,b39f05f4d3b99768ed48f90f97759a27,df2415ebaff61737d4472ff85e1a12e6
CAA XRS DRG for SVD,0,0,0,1b347e356d6447be3f01ac0da6f83e12,b8228693c788b875d1acc9d73b48956a
Colt M4 Length handguard for AR-15 and compatibles,0,0,0,3c0a8e7b1ab584fca6adf9a07ef6ffde,cbfbbe8e81195f9fc88fbdf4b69ee8d7
Custom plastic MP-133 forestock with mounts,0,0,0,65ec52c5d2225213ecc45cad57425740,cc293134f325fd85e048b8ac11135e6c
DS Arms Quad Rail Full Length foregrip for SA-58,0,0,0,cd41f782c714313bda55f156da15607f,06e5d1dd9af2fff5be4aaadb24b53d64
DS Arms quad rail foregrip for SA-58,0,0,0,4e36e18b03eac60a2ac6fbb1c607b607,ea94fe709c1788797a30a112ae33fafc
DSA Belgian style foregrip for a FAL,0,0,0,a8457f0a48649198bd45870edd5487f8,f91b5cace011874a83273ad6a378e026
Daniel Defence FDE RIS II FSP 9.5 foregrip for AR-15-compatible systems,0,0,0,da4f6299255ecd2d8da6a2e0e07e9e4e,66b47b2ca60c8800e42f8b53bcaba4e8
Daniel Defence RIS II 12.25 foregrip for AR-15-compatible systems,0,0,0,23ccdabdc4873b7a266bee85f39feefd,196e645dd986f8734ee1bbd0ccea4a39
Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems,0,0,0,d425f6c4213e8134f27baced9a744e57,66b47b2ca60c8800e42f8b53bcaba4e8
Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems,0,0,0,d425f6c4213e8134f27baced9a744e57,66b47b2ca60c8800e42f8b53bcaba4e8
Desert Tech foregrip for MDR,0,0,0,607099a83d5c27e4cbc1d87c182ed115,52c7ae9c16b35396af1c6a3c0c3e5db5
Desert Tech foregrip for MDR blk,0,0,0,9966cd311a58190fbbbb28f34c5ddb2a,52c7ae9c16b35396af1c6a3c0c3e5db5
Fab Defence PR870 forestock,0,0,0,ec27167e34a7040f57d9ab655b5519f7,8be1a142ad750775157eaabf49206a93
Geissele SMR Mk.16 13.5 inch M-LOK handguard for AR-15,0,0,0,08f43440ede72d3378763714141c15f4,a272980577d5852731f2628cd527aff0
Geissele SMR Mk.16 9.5 inch M-LOK handguard for AR-15,0,0,0,a04413f95a4982e7d4796badce333ab8,3edf31b2923a8e781297230aed5900ee
"HK MRS 14"" keymod foregrip for 416A5",0,0,0,a6195bb6c3e27f868afe7d7bd13e6302,19d1864ab4eb6050671209d384b8d266
HK extended quadrail handguard for 416-compatible systems,0,0,0,8374bdcc14374fec6c8823eb79471cc2,538b4deb82330f926e03eeb56428fa5e
HK quadrail handguard for 416-compatible systems,0,0,0,f6391fc51593e89cdad1c20507a4901e,7dc4879faaf41b80c7fa93e78d10ce8c
HK quadrail handguard with a flip-up sight for 416-compatible systems,0,0,0,37e949f0ab73e5fc6bf11f395cef4f75,7dc4879faaf41b80c7fa93e78d10ce8c
Handguard MK 10 for use with AR-15 and compatible,0,0,0,d2dc960a3849db4673c161f710217634,c643b7471604055df375d193a61e63c9
Handguard SIG MPX Gen. 1 for MPX,0,0,0,a5060dca2479ea8112a242eff47cbdfe,f3ebfa279ac6528187f208c1694c16b4
Handguard War Sport LVOA-C blk. for use with AR-15 and compatible,0,0,0,d02edbe4b24d78f1afeba353c2e886b4,5b3a4c4589a82f64252490dd1dea33c9
Handguard War Sport LVOA-S blk. for use with AR-15 and compatible,0,0,0,20edda7cab283bc80b40de630cc41d2b,5b3a4c4589a82f64252490dd1dea33c9
Hexagon handguard for AK,0,0,0,f11ed774530337729f4d57d98cd6e5f1,bc29a010517def86441fa72883ab333c
Hexagon handguard for AK(anodized red),0,0,0,7e5ff36cda0fa85423488777ef2f1f85,61bb8d741c0c206767817102505f0a66
Izhmash RPK-16 regular handguard,0,0,0,c651845975ab7e04a9bd5f761b2d1045,a9f5055dc64b0f4c78b8d39daddf6347
Izhmash modern handguard for SVD,0,0,0,abafd52f02e6e51e9f7e0bd0a4b1ea51,2406ff62ac6c39845697d10fb19c1b33
Izhmekh MP-133 Beechwood forestock,0,0,0,a90145c3806bfb34b420364dad7f0894,b4fe12527b5ceb57d9b07ce2a8c0b125
Izhmekh MP-153 Polymer stock,0,0,0,8435c0a4c96ad57f8cc1cc620771cde1,07ba628cb7de326d689ca25c569bc814
Kel-Tec RFB regular handguard,0,0,0,8d4ba545d36addd07c9087efe149094f,28c8d365e9759e4efa3ca32fd472f633
Knight's Armament KAC RIS handguard for AR-15 and compatibles,0,0,0,ec33c90cb6c6a7fbad5eadc05dd4fdfa,de6fd63532dd0fba5cce478b4a943c3f
Krebs Custom UFM Keymod System handguard for AKM,0,0,0,b6eda979d539cd2a842831637303cdd8,8537ef34a65f8580c7ac48f3fcafa037
LOBAEV Arms DVL-10 M2 handguard,0,0,0,a4f74fac846862a19073c56b03c8333c,921eaa38dbb571f3c1c8433b2b0a8512
Lancer LCH-7 12.5 inch M-LOK handguard for AR-10,0,0,0,7195a284b4cbbbb9c885fc205de49131,710804b6600aeaac5c6cadcafad88c95
Lancer OEM 14 inch M-LOK foregrip for MPX,0,0,0,478af25dcc30c384ce604fe936d3f2e2,ebfcbe6db15d192b4f8f3258c12a441b
Lone Star Ion Lite handguard for AR-15 and compatible,0,0,0,5a855fd4705842b164f803832db679f6,c079bfb19d9747eca5b4be638e1babca
MP5 TL-99 Aluminum handguard,0,0,0,1507a84058accf3ba9791d397d575a44,4664e4ea12c5760869d1d2fc4c863385
MP5 Wide Tropical Polymer handguard,0,0,0,bcc7fe75c9690d167d9c9693a04c6ff8,a3272d826b175e75d942aaa14ea07e00
MP5SD Polymer handguard,0,0,0,7195a284b4cbbbb9c885fc205de49131,369b6cb8184b93a4c54870d5bff39afe
MP5k Polymer handguard,0,0,0,07daff21d3c5d99c0a1a6dd8ab176fc9,d1a07d16601af5b7a2cca7a41edd8895
Magpul MOE AKM HAND GUARD (Black) for AK,0,0,0,77145da4c9bf70b7f62a8f5c747c87e9,37d47ed5c095001f44b03e11424dfe48
Magpul MOE AKM HAND GUARD (Flat Dark Earth) for AK,0,0,0,e8f74fc1f63f4f585e13269d3184e0a1,dea08fa529b3cc4a9e7f3f3035fa164c
Magpul MOE AKM HAND GUARD (Flat Dark Earth) for AK,0,0,0,e8f74fc1f63f4f585e13269d3184e0a1,25e2c284656ac66b5f69e7af87ec411d
Magpul MOE AKM HAND GUARD (Plum) for AK,0,0,0,922810a7f90045452efe84d94bad55f5,e27702ab04c53c666674ba5ecc949a5b
Magpul MOE AKM HAND GUARD (Stealth Gray) for AK,0,0,0,d76700fa091024a27222cfd48c48e3ef,f5484a1eceb0b4390983fde2c57335fd
Magpul MOE M590 forestock,0,0,0,c827db16e6577d6b1d574eec94f0c7da,b594c90f6f076d3d14326487788b16bc
Magpul MOE M870 forestock,0,0,0,3eac4ca503bd07c5e15aa445ae38519d,1c98e0f2401e8f0a0940d077b07cc088
Magpul MOE SL carbine length M-LOK foregrip for AR-15,0,0,0,f6fe4bfb761ec0900bac52543018167e,2f1e7a4255565e20948231e9e38e0da1
Magpul MOE SL mid length M-LOK foregrip for AR15,0,0,0,e8d8b14390117619c9b331dbd8a3d538,c754334c20f12b50746de0274b6cdbe5
Magpul Zhukov-U HAND GUARD (Black) for AK,0,0,0,d7becad4236dfff0b298a69053f1e125,366c0dcf0108f3a76ca9b7363a7dec91
Magpul Zhukov-U HAND GUARD (FDE) for AK,0,0,0,9f4ac02d0b609da47403f5ce1281f6ed,781e91763b483989a42c1ca2f7a9ee65
Magpul Zhukov-U HAND GUARD (Plum) for AK,0,0,0,f4d453a71302411290476db068af0599,4f341a34753ec0b23c2de9f4c0c92cfd
Midwest 10.5 inch M-LOK foregrip for MPX,0,0,0,fb7f9e983dcbb3bf2504868e7e33a6ea,b0da4800c5b89c1ab596402de95aacac
"Midwest 13.5"" M-LOK foregrip for 416A5",0,0,0,85d6038336c021bc7c86bffc458caa01,5b2c1f7975f31cb06bbe7dd3ef2388d2
Midwest 14 inch M-LOK foregrip for MPX,0,0,0,78e1ba5fab444e4fbe1547028998ea28,d3791d3d629a973a11c97d5ffd5d2052
Midwest 4.5 inch M-LOK foregrip for MPX,0,0,0,5445452ad0bdae73265225e459789df5,1275e12fe76c1956564aa256153d18d6
Midwest 6.5 inch M-LOK foregrip for MPX,0,0,0,090525375730bb792672eedd95e3b2d6,047dfad0a413770cd91d90d775fdcc13
"Midwest 9"" M-LOK foregrip for 416A5",0,0,0,09c9541874ced9ecbb9ca3b5298dfd63,a24d681263eca0db48a53f4eb380350c
Noveske SWS N6 10.5 inch foregrip for AR-10-compatible systems,0,0,0,25ac93cb7a8ae781e528c73494e00250,5c8159bdfe3b83d4452b252524851a7f
Noveske SWS N6 Split handguard for AR-10-compatible systems,0,0,0,cdb7c63cdacaee9a8fdf5776a2019254,63729080605f5d8f68c27af133966020
Original Austrian foregrip for a FAL,0,0,0,f8f4e1a22c34aeda11b06692723b503c,90097f29cceeed176803983cc6a01f55
Orsis handguard for T-5000,0,0,0,ccd8181f18126d3bd056485f364d76a8,b53394a5e645ff5d434c49a95c863f7a
PTR Tri-Rail MP5 handguard,0,0,0,7195a284b4cbbbb9c885fc205de49131,f162fe84fd9c51383ee81895beffa3c7
Polymer AK-100 series foregrip,0,0,0,d8f9d674b94397003ae22077e16d8b89,74d521b7e8ce13fbad3141f19cb40486
Polymer AK-74 foregrip (6P20 Sb.9),0,0,0,c23220ed86fe6dfde97cbd34d7bbe758,9d846ae69a49df04ecca415987d335dd
Polymer AK-74 foregrip (6P20 Sb.9) Plum,0,0,0,749d1e05216ffbe915460b05416e96fd,e99a85f8fe4b57464abe1bb7850ece0a
Polymer ASh-12 foregrip,0,0,0,84962b026a7495ac7079e9c716e5ffcc,439680d5d9e174681e5c78b8b6f34891
Polymer SVDS handguard,0,0,0,0ef9d694de6582b2483f2389564ab372,f8956e3fb92fcd7fd5214d443a8ca2c1
Remington Arms handguard for a R11 RSASS,0,0,0,99e0e96600dbc0433dc269adcdc1180d,66bc631b8336ea72aa93b2b0d364b809
SAG MK1 Freefloat Chassis for SVD,0,0,0,a0825ed47d0217b1853cd20bda73600b,f36e934659dfb59d523ca2da4b0927fc
"SAI 10"" QD Rail foregrip for AR15",0,0,0,29648821167d58f204690bca381016f4,012402fc26c0504bbd7ff1407e960480
"SAI 14.5"" QD Rail foregrip for AR15",0,0,0,a6dfab715706db023f2cb90e9effd38d,01a89c4464215d8f7969391328cc4ac9
"SIG 12"" keymod foregrip for MCX",0,0,0,980e27bddc8e3efdbd1e787181823185,31666f52fe56fff054780c512e12113d
"SIG 8"" keymod foregrip for MCX",0,0,0,1a3eec867c4cb59f1b5fb245d06f9883,ef6b0c5075ef3a10659a90f2f0df1fd8
SOK-12 aluminum handguard Bravo-18,0,0,0,5871f81503fea08d362fa4e2274829b9,6f1a0c9bfb917f5491267c58af311adc
SOK-12 aluminum handguard MTU002 Long Top,0,0,0,e8b38785232b38c6bdd89c68ec778659,4499881295c81f46f633f912f9d3b8e8
SOK-12 aluminum handguard MTU002 Short Top,0,0,0,5c2a3f01a02814ac91c48c94263ab005,1a0ca0c18c1d7a978a1dbf15da354681
SOK-12 polymer handguard Sb.7-1,"10,038","10,038",782,f59b4de799e1df5be2231d94ff9fae1d,e07bebdee65b0663ef66cf4e54e86bd7
